EmpNo,EmpPU,MasterCustomerCode,JoiningDate,MasterProjectCode,ProjectType,Onsite_Offshore,RoleMapping,TotalExpInYears,AsOfDate
1831065,ANZDELY,WEALTH01,09/09/2009,R609ANZ,P(R60),Onsite,6,19.09,2026-01-31
1870370,INADELY,WEALTH01,06/23/2001,M205ANZ,P(M20),Onsite,4,23.61,2026-01-31
394910,USDELY,INSUR03,01/15/2010,K903ME,P(K90),Offshore,6,16.32,2026-01-31
1651062,UKDELY,CAPMT01,03/28/2000,J802GL,P(J80),Offshore,5,24.08,2026-01-31
1595933,MEADELY,BANK02,01/04/2007,K903ANZ,P(K90),Offshore,6,20.22,2026-01-31
238014,APDELY,WEALTH02,02/01/2010,J802HQ,P(J80),Offshore,4,19.03,2026-01-31
387869,EURDELY,BANK01,04/15/2005,D305UK,P(D30),Offshore,6,22.13,2026-01-31
1629848,EURDELY,BANK02,08/17/2005,Q508ANZ,P(Q50),Offshore,6,20.8,2026-01-31
1738184,USDELY,BANK03,08/16/2013,G601GL,P(G60),Onsite,4,12.98,2026-01-31
59062,UKDELY,WEALTH02,06/30/2024,B194GL,P(B19),Offshore,5,1.76,2026-01-31
772079,INADELY,BFSI05,12/31/2001,B194UK,P(B19),Offshore,5,26.77,2026-01-31
1257851,ANZDELY,INSUR02,08/29/2016,G601US,P(G60),Offshore,5,11.91,2026-01-31
1309597,ANZDELY,INSUR01,07/20/2001,K903GL,P(K90),Onsite,5,23.39,2026-01-31
528554,USDELY,BANK02,12/22/2010,B194UK,P(B19),Onsite,4,17.23,2026-01-31
731530,INADELY,BFSI01,02/23/2010,C210US,P(C21),Offshore,Subcon,17.99,2026-01-31
484032,INADELY,INSUR01,11/13/2024,V013GL,P(V01),Offshore,6,3.21,2026-01-31
1593460,INADELY,CAPMT02,03/18/2013,H710UK,P(H71),Offshore,6,11.77,2026-01-31
287374,ANZDELY,INSUR02,07/23/2015,U912ANZ,P(U91),Offshore,5,13.6,2026-01-31
266793,ANZDELY,BANK02,01/22/2004,K903AP,B(BCH),Offshore,4,22.32,2026-01-31
1585709,EURDELY,WEALTH02,01/02/2006,M205HQ,P(M20),Onsite,7,19.37,2026-01-31
851982,USDELY,Others,11/10/2013,S710LA,P(S71),Offshore,5,10.63,2026-01-31
815161,USDELY,BFSI03,05/28/2025,K903US,P(K90),Offshore,4,1.87,2026-01-31
1238840,ANZDELY,CAPMT01,05/30/2003,P407LA,P(P40),Onsite,5,22.61,2026-01-31
278663,MEADELY,CAPMT01,04/15/2014,K903LA,P(K90),Offshore,4,13.02,2026-01-31
538219,USDELY,Others,02/05/2019,F520ANZ,P(F52),Offshore,3,6.21,2026-01-31
1207645,EURDELY,BFSI03,02/23/2014,U912AP,P(U91),Offshore,6,10.97,2026-01-31
141689,USDELY,BFSI04,11/28/2015,J802IN,P(J80),Onsite,2,9.3,2026-01-31
220485,EURDELY,WEALTH02,08/31/2010,E412AP,P(E41),Onsite,5,17.75,2026-01-31
1933770,EURDELY,INSUR03,11/28/2020,F520AP,P(F52),Onsite,5,6.71,2026-01-31
1813486,ANZDELY,BANK02,06/16/2024,D305GL,P(D30),Offshore,4,2.84,2026-01-31
1478870,MEADELY,WEALTH02,02/02/2008,E412HQ,P(E41),Offshore,5,17.59,2026-01-31
753000,ANZDELY,CAPMT02,06/11/2007,W114ANZ,P(W11),Offshore,4,20.05,2026-01-31
586584,ANZDELY,INSUR01,08/01/2022,T811IN,P(T81),Offshore,6,4.21,2026-01-31
1749676,INADELY,BFSI05,08/12/2019,G601IN,P(G60),Offshore,5,6.57,2026-01-31
47726,INADELY,BANK01,08/19/2021,K903ME,P(K90),Offshore,4,3.37,2026-01-31
394967,INADELY,CAPMT01,12/03/2023,B194US,P(B19),Offshore,4,3.56,2026-01-31
362327,INADELY,BFSI05,09/20/2007,L104LA,P(L10),Onsite,5,20.24,2026-01-31
1365009,ANZDELY,BFSI05,01/08/2011,G601UK,P(G60),Onsite,6,15.99,2026-01-31
1255753,ANZDELY,BFSI04,09/23/2018,B194HQ,P(B19),Offshore,4,7.65,2026-01-31
869642,USDELY,BFSI02,05/12/2002,K903IN,P(K90),Offshore,7,22.77,2026-01-31
1010790,INADELY,INSUR02,05/22/2010,C210ANZ,P(C21),Onsite,5,17.57,2026-01-31
525082,USDELY,BFSI02,12/20/2007,H710GL,P(H71),Offshore,4,18.51,2026-01-31
1251275,USDELY,WEALTH02,11/01/2018,B194ANZ,P(B19),Offshore,Subcon,6.04,2026-01-31
1392182,ANZDELY,BFSI01,12/14/2017,P407AP,P(P40),Offshore,3,8.3,2026-01-31
1004053,LADELY,Others,08/15/2012,F520ME,P(F52),Offshore,4,16.24,2026-01-31
40881,EURDELY,CAPMT02,10/13/2007,J802LA,P(J80),Offshore,4,18.6,2026-01-31
1392096,ANZDELY,BFSI03,03/22/2009,J802US,P(J80),Offshore,Subcon,18.87,2026-01-31
1510336,ANZDELY,WEALTH01,11/26/2012,N306AP,P(N30),Offshore,3,13.56,2026-01-31
995385,APDELY,BFSI01,03/28/2016,P407GL,P(P40),Offshore,5,12.51,2026-01-31
894976,INADELY,CAPMT02,02/10/2013,H710AP,P(H71),Offshore,4,15.14,2026-01-31
1706285,ANZDELY,WEALTH02,06/27/2004,M205IN,P(M20),Offshore,5,24.66,2026-01-31
1309652,EURDELY,INSUR02,06/12/2013,H710UK,B(BCH),Onsite,5,11.56,2026-01-31
943854,USDELY,BANK02,04/04/2022,K903US,P(K90),Offshore,4,4.05,2026-01-31
1679606,USDELY,BANK03,06/18/2011,P407HQ,P(P40),Offshore,5,12.75,2026-01-31
1843218,USDELY,BFSI01,02/09/2010,U912IN,P(U91),Offshore,4,16.14,2026-01-31
16737,EURDELY,INSUR03,02/15/2015,J802GL,P(J80),Offshore,5,12.75,2026-01-31
375703,ANZDELY,BFSI01,05/30/2014,K903EU,P(K90),Offshore,6,13.93,2026-01-31
1229600,INADELY,CAPMT02,06/26/2003,S710GL,N(TRN),Offshore,4,22.2,2026-01-31
1555683,ANZDELY,WEALTH01,08/30/2022,J802LA,P(J80),Offshore,7,2.88,2026-01-31
117435,USDELY,BANK03,04/27/2024,P407US,P(P40),Offshore,5,4.65,2026-01-31
1852285,UKDELY,BFSI02,11/22/2005,Q508LA,P(Q50),Offshore,5,19.44,2026-01-31
781212,APDELY,BFSI01,09/20/2016,D305GL,P(D30),Offshore,6,10.3,2026-01-31
322795,UKDELY,WEALTH01,12/07/2004,G601HQ,P(G60),Offshore,2,20.9,2026-01-31
1372754,INADELY,CAPMT02,11/30/2000,U912ME,P(U91),Offshore,4,25.31,2026-01-31
79764,USDELY,INSUR02,02/14/2011,C210EU,P(C21),Offshore,5,16.0,2026-01-31
453073,ANZDELY,BFSI03,06/18/2009,S710LA,P(S71),Offshore,3,18.2,2026-01-31
1159225,MEADELY,INSUR03,11/13/2018,G601UK,P(G60),Offshore,4,9.85,2026-01-31
1637602,ANZDELY,BANK02,04/12/2020,B194GL,P(B19),Offshore,5,5.53,2026-01-31
1428204,EURDELY,BFSI05,02/11/2021,C210ME,P(C21),Offshore,5,4.07,2026-01-31
1470405,UKDELY,BANK02,08/08/2021,W114GL,P(W11),Onsite,Subcon,6.78,2026-01-31
1788721,ANZDELY,INSUR03,03/11/2006,L104HQ,P(L10),Onsite,4,20.25,2026-01-31
1368769,INADELY,CAPMT02,06/13/2024,Q508US,P(Q50),Offshore,6,1.93,2026-01-31
829470,USDELY,Others,01/15/2018,C210US,P(C21),Offshore,5,10.93,2026-01-31
1005238,USDELY,BFSI05,12/15/2007,V013HQ,B(BCH),Offshore,5,19.29,2026-01-31
1038732,ANZDELY,INSUR02,06/25/2014,F520ME,P(F52),Offshore,Subcon,13.54,2026-01-31
982345,ANZDELY,CAPMT01,12/20/2018,B194GL,P(B19),Offshore,6,6.5,2026-01-31
1241683,USDELY,BFSI02,01/09/2024,B194EU,P(B19),Offshore,5,5.0,2026-01-31
1424679,INADELY,CAPMT02,11/11/2000,M205AP,P(M20),Offshore,3,26.13,2026-01-31
952965,ANZDELY,INSUR01,01/22/2008,P407HQ,P(P40),Offshore,3,18.8,2026-01-31
14177,USDELY,INSUR03,04/14/2007,W114GL,P(W11),Offshore,7,19.68,2026-01-31
1391370,INADELY,Others,05/19/2003,C210UK,P(C21),Offshore,5,22.85,2026-01-31
820265,APDELY,BFSI01,02/09/2005,K903EU,P(K90),Offshore,4,21.95,2026-01-31
225914,USDELY,Others,05/14/2006,K903HQ,P(K90),Offshore,6,18.26,2026-01-31
428828,MEADELY,BANK01,05/08/2021,C210US,N(TRN),Offshore,3,3.59,2026-01-31
99194,UKDELY,BFSI02,05/24/2001,C210EU,P(C21),Offshore,5,25.35,2026-01-31
962655,USDELY,BANK01,06/06/2007,F520GL,P(F52),Offshore,5,17.6,2026-01-31
1756767,USDELY,BANK02,05/09/2001,T811IN,P(T81),Onsite,5,23.54,2026-01-31
1194779,USDELY,BFSI03,12/26/2003,R609AP,P(R60),Offshore,3,22.29,2026-01-31
1122295,ANZDELY,CAPMT02,05/20/2005,B194EU,P(B19),Offshore,5,22.8,2026-01-31
418144,APDELY,BFSI05,01/30/2012,K903AP,P(K90),Offshore,4,13.99,2026-01-31
1356214,USDELY,BFSI04,04/06/2000,T811LA,P(T81),Onsite,3,27.63,2026-01-31
635489,USDELY,BFSI04,04/17/2018,N306EU,P(N30),Offshore,5,10.56,2026-01-31
477306,UKDELY,BFSI01,03/11/2008,J802ANZ,P(J80),Offshore,5,18.23,2026-01-31
534131,EURDELY,BFSI04,11/30/2005,R609ANZ,P(R60),Offshore,6,20.12,2026-01-31
1780964,INADELY,BFSI02,10/15/2015,L104ANZ,P(L10),Offshore,4,10.5,2026-01-31
1477822,EURDELY,INSUR03,06/27/2012,R609IN,P(R60),Offshore,5,16.04,2026-01-31
1772446,INADELY,WEALTH02,08/03/2006,T811GL,P(T81),Offshore,3,20.42,2026-01-31
531707,UKDELY,CAPMT02,06/10/2018,K903ME,B(BCH),Onsite,4,6.36,2026-01-31
90615,USDELY,BANK01,09/23/2023,R609HQ,P(R60),Offshore,4,1.08,2026-01-31
1198975,INADELY,BFSI05,04/07/2002,G601UK,P(G60),Onsite,7,24.52,2026-01-31
357677,LADELY,WEALTH01,10/11/2005,V013HQ,P(V01),Offshore,2,18.75,2026-01-31
1999416,MEADELY,BFSI04,12/08/2007,V013ME,P(V01),Offshore,4,19.28,2026-01-31
1243099,MEADELY,CAPMT01,02/14/2011,W114GL,P(W11),Offshore,4,16.71,2026-01-31
1175970,UKDELY,BFSI03,05/26/2008,S710LA,P(S71),Offshore,4,15.82,2026-01-31
528120,USDELY,INSUR02,06/22/2023,G601ANZ,P(G60),Offshore,7,5.16,2026-01-31
210583,USDELY,BFSI04,07/03/2008,W114GL,P(W11),Offshore,Subcon,16.43,2026-01-31
854000,ANZDELY,WEALTH01,12/27/2012,B194US,P(B19),Offshore,4,14.46,2026-01-31
1960238,USDELY,BANK01,09/05/2013,W114US,P(W11),Offshore,5,14.75,2026-01-31
1543205,MEADELY,WEALTH02,06/24/2013,D305EU,P(D30),Onsite,3,14.74,2026-01-31
684018,USDELY,BANK02,12/09/2005,U912LA,P(U91),Offshore,3,20.4,2026-01-31
1756556,APDELY,BFSI04,01/27/2006,L104UK,P(L10),Onsite,4,21.19,2026-01-31
126625,UKDELY,CAPMT02,05/31/2010,J802IN,P(J80),Offshore,3,18.71,2026-01-31
1286392,MEADELY,BFSI01,09/16/2011,E412HQ,N(TRN),Offshore,5,13.08,2026-01-31
1371125,LADELY,BANK03,12/14/2023,N306ME,P(N30),Onsite,4,2.58,2026-01-31
525909,APDELY,BANK02,04/28/2018,B194LA,P(B19),Offshore,4,7.99,2026-01-31
1017245,USDELY,BFSI03,11/20/2013,L104ANZ,P(L10),Offshore,4,12.73,2026-01-31
1500700,USDELY,BFSI03,09/16/2008,J802US,P(J80),Offshore,5,19.7,2026-01-31
36702,ANZDELY,BANK03,10/23/2008,S710LA,P(S71),Onsite,5,20.3,2026-01-31
140253,USDELY,BFSI02,01/17/2008,D305HQ,P(D30),Onsite,Subcon,17.78,2026-01-31
1248968,USDELY,BANK01,06/02/2009,S710EU,P(S71),Onsite,5,18.4,2026-01-31
1796320,LADELY,CAPMT02,11/08/2012,K903LA,P(K90),Onsite,5,12.66,2026-01-31
63839,UKDELY,Others,10/09/2005,U912ME,P(U91),Offshore,5,18.72,2026-01-31
1460868,INADELY,BFSI01,06/02/2003,Q508IN,B(BCH),Offshore,5,24.68,2026-01-31
1937111,APDELY,BANK03,09/05/2021,N306US,P(N30),Offshore,5,3.31,2026-01-31
174536,USDELY,BANK03,06/22/2011,P407EU,P(P40),Offshore,3,15.48,2026-01-31
1077206,ANZDELY,WEALTH01,07/19/2003,N306GL,P(N30),Offshore,5,22.22,2026-01-31
556459,USDELY,BFSI01,05/28/2016,W114ME,P(W11),Offshore,4,12.36,2026-01-31
1366044,UKDELY,Others,04/08/2002,S710ANZ,N(TRN),Offshore,4,26.35,2026-01-31
1513289,USDELY,BFSI04,03/15/2024,L104US,P(L10),Onsite,4,3.76,2026-01-31
383735,ANZDELY,BFSI01,05/17/2009,U912ANZ,P(U91),Offshore,5,15.59,2026-01-31
510270,UKDELY,Others,11/29/2017,U912GL,P(U91),Offshore,5,11.11,2026-01-31
1394270,UKDELY,BFSI02,10/19/2006,U912ANZ,P(U91),Onsite,4,20.85,2026-01-31
1900153,USDELY,CAPMT02,04/08/2009,Q508HQ,L(LEV),Offshore,6,16.61,2026-01-31
287141,USDELY,BFSI01,01/04/2021,H710HQ,P(H71),Offshore,4,5.67,2026-01-31
1608212,INADELY,BFSI01,11/28/2001,Q508LA,P(Q50),Offshore,5,25.04,2026-01-31
1261120,USDELY,BANK01,02/27/2004,E412HQ,P(E41),Offshore,5,23.47,2026-01-31
1825405,USDELY,INSUR03,07/07/2006,D305EU,P(D30),Offshore,6,18.13,2026-01-31
1170867,USDELY,BFSI03,04/24/2007,C210IN,P(C21),Offshore,6,20.14,2026-01-31
1255707,APDELY,Others,05/26/2020,C210AP,P(C21),Offshore,6,4.56,2026-01-31
667539,USDELY,BANK01,05/09/2021,S710ANZ,P(S71),Offshore,5,6.36,2026-01-31
1017152,INADELY,BFSI02,03/04/2006,C210GL,B(BCH),Offshore,6,18.39,2026-01-31
616654,USDELY,WEALTH02,03/16/2015,D305HQ,P(D30),Offshore,5,11.06,2026-01-31
1695914,USDELY,CAPMT01,04/11/2018,Q508UK,P(Q50),Offshore,4,9.68,2026-01-31
1945354,ANZDELY,Others,03/08/2006,J802ANZ,P(J80),Onsite,5,20.65,2026-01-31
1956422,INADELY,BANK03,11/11/2001,P407EU,P(P40),Offshore,4,26.44,2026-01-31
102309,ANZDELY,BFSI03,03/29/2019,T811US,P(T81),Onsite,4,7.65,2026-01-31
32961,INADELY,Others,04/21/2005,V013ANZ,P(V01),Onsite,Subcon,22.56,2026-01-31
310233,USDELY,WEALTH01,10/07/2011,B194HQ,P(B19),Offshore,4,16.23,2026-01-31
1597494,USDELY,BFSI05,06/12/2016,R609HQ,P(R60),Onsite,4,10.96,2026-01-31
832971,ANZDELY,WEALTH02,04/22/2019,W114GL,P(W11),Offshore,3,7.17,2026-01-31
1969672,USDELY,BANK02,04/05/2012,M205AP,N(TRN),Offshore,Subcon,12.59,2026-01-31
609428,INADELY,Others,10/18/2012,W114AP,P(W11),Offshore,6,11.82,2026-01-31
1332509,EURDELY,BANK01,06/18/2017,U912HQ,P(U91),Offshore,4,7.75,2026-01-31
1608216,USDELY,WEALTH02,07/13/2007,P407UK,P(P40),Offshore,5,17.38,2026-01-31
1302959,UKDELY,CAPMT02,01/15/2017,M205ME,P(M20),Offshore,2,9.16,2026-01-31
1772355,ANZDELY,BFSI04,05/14/2001,U912ME,P(U91),Offshore,5,27.11,2026-01-31
1599157,UKDELY,BANK03,11/17/2005,P407ANZ,P(P40),Offshore,4,18.6,2026-01-31
66986,ANZDELY,BFSI02,01/16/2003,H710ANZ,P(H71),Offshore,5,24.29,2026-01-31
897431,UKDELY,BANK03,12/26/2018,E412IN,P(E41),Offshore,3,8.04,2026-01-31
280424,USDELY,INSUR03,05/20/2009,L104US,P(L10),Offshore,4,16.99,2026-01-31
128729,INADELY,WEALTH01,08/03/2009,K903IN,P(K90),Offshore,3,18.04,2026-01-31
1233739,ANZDELY,CAPMT01,08/02/2003,R609US,P(R60),Offshore,5,23.76,2026-01-31
921689,LADELY,INSUR02,08/20/2009,L104ME,P(L10),Offshore,5,15.14,2026-01-31
418542,MEADELY,Others,11/01/2011,W114LA,P(W11),Offshore,5,14.31,2026-01-31
794870,APDELY,BFSI02,11/23/2010,C210UK,P(C21),Offshore,Subcon,17.5,2026-01-31
1146784,USDELY,WEALTH02,04/14/2025,B194US,P(B19),Onsite,4,0.68,2026-01-31
517291,USDELY,CAPMT01,06/27/2021,F520HQ,B(BCH),Offshore,4,3.73,2026-01-31
616277,USDELY,WEALTH01,12/25/2005,G601GL,P(G60),Offshore,4,22.26,2026-01-31
798659,EURDELY,BFSI05,08/02/2011,V013UK,P(V01),Offshore,4,13.76,2026-01-31
479414,INADELY,BFSI03,02/04/2002,M205UK,P(M20),Offshore,4,22.17,2026-01-31
537144,APDELY,INSUR03,12/27/2018,B194US,P(B19),Offshore,5,9.17,2026-01-31
625168,ANZDELY,Others,03/02/2003,L104LA,P(L10),Offshore,5,25.44,2026-01-31
1687082,APDELY,CAPMT01,10/09/2003,M205IN,P(M20),Offshore,4,22.1,2026-01-31
130751,MEADELY,INSUR02,07/30/2019,R609IN,P(R60),Offshore,5,4.93,2026-01-31
270711,ANZDELY,CAPMT02,01/11/2011,P407AP,P(P40),Onsite,4,17.0,2026-01-31
1321594,INADELY,BFSI02,02/07/2022,F520UK,P(F52),Offshore,5,3.08,2026-01-31
878572,MEADELY,WEALTH01,11/14/2017,T811ANZ,P(T81),Offshore,4,8.68,2026-01-31
17233,USDELY,BFSI05,09/05/2010,N306ANZ,P(N30),Onsite,4,16.55,2026-01-31
1318423,UKDELY,BANK01,11/26/2012,L104UK,P(L10),Offshore,3,14.46,2026-01-31
1536568,ANZDELY,BANK03,10/30/2000,S710AP,P(S71),Offshore,5,25.7,2026-01-31
1071871,USDELY,CAPMT02,03/06/2006,R609ME,P(R60),Offshore,4,22.19,2026-01-31
1751488,USDELY,CAPMT01,02/27/2018,C210EU,P(C21),Offshore,4,10.91,2026-01-31
1861865,LADELY,WEALTH02,03/08/2003,K903ME,P(K90),Offshore,4,22.55,2026-01-31
1364107,EURDELY,WEALTH02,10/04/2009,E412GL,P(E41),Offshore,Subcon,17.26,2026-01-31
1579847,EURDELY,BFSI01,06/21/2003,U912AP,P(U91),Offshore,4,23.22,2026-01-31
1245804,INADELY,INSUR01,08/20/2000,M205IN,P(M20),Offshore,6,27.53,2026-01-31
309730,INADELY,INSUR03,09/16/2009,Q508AP,P(Q50),Offshore,4,19.33,2026-01-31
1883151,USDELY,BFSI02,01/15/2007,F520US,P(F52),Offshore,5,21.79,2026-01-31
1395237,INADELY,Others,12/06/2012,E412IN,P(E41),Offshore,5,12.49,2026-01-31
1477593,ANZDELY,BANK01,04/30/2007,R609ME,P(R60),Onsite,4,19.79,2026-01-31
1979323,UKDELY,WEALTH02,04/19/2015,G601UK,P(G60),Offshore,4,11.38,2026-01-31
144666,INADELY,WEALTH02,05/04/2006,T811GL,B(BCH),Onsite,6,20.07,2026-01-31
131233,USDELY,INSUR01,01/09/2003,U912AP,P(U91),Onsite,4,24.63,2026-01-31
1473618,INADELY,INSUR03,12/23/2017,V013IN,P(V01),Offshore,4,9.06,2026-01-31
830856,ANZDELY,CAPMT01,03/20/2019,M205GL,P(M20),Offshore,5,7.78,2026-01-31
414326,MEADELY,INSUR01,03/01/2000,U912EU,P(U91),Offshore,6,26.22,2026-01-31
287680,ANZDELY,CAPMT02,12/26/2015,Q508IN,P(Q50),Offshore,6,11.6,2026-01-31
592553,USDELY,BANK03,06/19/2014,T811ME,P(T81),Offshore,4,14.14,2026-01-31
219455,LADELY,WEALTH01,02/03/2021,G601AP,P(G60),Onsite,5,3.33,2026-01-31
717953,EURDELY,CAPMT01,12/15/2005,Q508GL,P(Q50),Onsite,4,18.56,2026-01-31
750085,USDELY,WEALTH02,11/09/2007,E412UK,P(E41),Offshore,6,17.61,2026-01-31
1966545,USDELY,Others,01/15/2009,F520EU,P(F52),Offshore,5,20.11,2026-01-31
1084913,INADELY,CAPMT02,11/17/2001,M205LA,N(TRN),Offshore,5,27.07,2026-01-31
416817,ANZDELY,BFSI01,01/05/2012,W114AP,P(W11),Onsite,4,15.36,2026-01-31
373559,ANZDELY,INSUR03,03/31/2024,M205ANZ,P(M20),Offshore,5,0.5,2026-01-31
1575959,ANZDELY,WEALTH02,07/17/2000,K903HQ,P(K90),Offshore,5,23.95,2026-01-31
1260692,UKDELY,INSUR03,01/19/2006,V013LA,P(V01),Offshore,6,18.87,2026-01-31
239671,USDELY,WEALTH01,02/15/2012,P407HQ,P(P40),Offshore,5,16.61,2026-01-31
439169,USDELY,BANK02,06/02/2013,P407LA,P(P40),Offshore,Subcon,10.81,2026-01-31
1054938,APDELY,BFSI01,04/08/2011,J802HQ,P(J80),Offshore,5,15.82,2026-01-31
304347,APDELY,BFSI01,07/25/2007,Q508ANZ,P(Q50),Offshore,5,17.33,2026-01-31
1690722,USDELY,INSUR03,10/17/2023,D305IN,P(D30),Offshore,5,2.03,2026-01-31
1290361,INADELY,WEALTH01,07/29/2008,B194LA,P(B19),Onsite,6,16.72,2026-01-31
1404580,UKDELY,BFSI03,08/05/2019,L104GL,P(L10),Offshore,5,9.35,2026-01-31
1386373,USDELY,INSUR01,12/28/2011,T811ME,P(T81),Offshore,Subcon,15.78,2026-01-31
17745,UKDELY,INSUR03,05/09/2014,F520HQ,P(F52),Offshore,6,11.79,2026-01-31
232342,EURDELY,BANK03,11/09/2009,G601EU,P(G60),Offshore,4,14.46,2026-01-31
1525342,EURDELY,INSUR01,06/08/2007,W114AP,P(W11),Offshore,5,18.19,2026-01-31
216898,INADELY,BFSI02,02/10/2000,R609EU,P(R60),Onsite,4,27.0,2026-01-31
789155,ANZDELY,CAPMT01,01/09/2021,T811US,P(T81),Onsite,5,7.03,2026-01-31
1736645,USDELY,CAPMT02,01/05/2014,M205HQ,P(M20),Offshore,4,14.33,2026-01-31
1955844,USDELY,Others,06/24/2006,F520LA,L(LEV),Offshore,4,19.93,2026-01-31
327727,MEADELY,CAPMT02,07/16/2002,J802LA,P(J80),Offshore,3,25.44,2026-01-31
673451,INADELY,WEALTH01,06/30/2002,U912LA,P(U91),Offshore,5,25.72,2026-01-31
1228287,USDELY,BFSI02,12/20/2019,K903US,B(BCH),Offshore,5,5.21,2026-01-31
1726609,INADELY,BFSI02,10/13/2001,U912GL,P(U91),Offshore,6,24.69,2026-01-31
749754,EURDELY,CAPMT01,08/09/2002,M205LA,P(M20),Offshore,5,24.11,2026-01-31
361583,UKDELY,Others,09/04/2022,U912EU,P(U91),Offshore,4,3.54,2026-01-31
388340,ANZDELY,BFSI03,12/20/2014,W114ANZ,P(W11),Offshore,5,13.23,2026-01-31
334400,MEADELY,BFSI04,05/11/2017,U912GL,P(U91),Offshore,6,7.29,2026-01-31
1720184,INADELY,BFSI01,01/08/2018,S710ANZ,P(S71),Offshore,4,10.97,2026-01-31
1840973,ANZDELY,BFSI04,12/01/2005,R609HQ,P(R60),Offshore,4,21.19,2026-01-31
1396957,USDELY,WEALTH01,11/18/2010,R609ANZ,P(R60),Onsite,5,15.73,2026-01-31
1081712,EURDELY,WEALTH02,07/26/2008,T811EU,P(T81),Offshore,4,15.66,2026-01-31
937484,USDELY,BANK02,10/12/2009,E412UK,P(E41),Offshore,3,17.54,2026-01-31
932701,APDELY,INSUR02,09/11/2005,C210IN,P(C21),Offshore,5,21.55,2026-01-31
1093343,USDELY,BFSI03,01/02/2002,K903AP,P(K90),Offshore,4,24.84,2026-01-31
170117,USDELY,INSUR02,04/22/2002,L104LA,P(L10),Offshore,5,25.62,2026-01-31
1369324,INADELY,CAPMT01,12/20/2017,C210EU,P(C21),Offshore,5,7.81,2026-01-31
1727851,MEADELY,WEALTH01,05/08/2003,U912HQ,P(U91),Offshore,5,23.0,2026-01-31
759019,UKDELY,INSUR02,06/25/2018,L104AP,P(L10),Offshore,Subcon,7.15,2026-01-31
960022,INADELY,INSUR01,08/10/2006,G601HQ,P(G60),Offshore,5,20.1,2026-01-31
1733115,USDELY,BANK03,01/22/2004,G601AP,P(G60),Offshore,4,21.97,2026-01-31
1324555,INADELY,INSUR01,06/01/2019,U912EU,P(U91),Onsite,6,7.08,2026-01-31
638917,USDELY,BANK03,06/03/2011,P407LA,P(P40),Offshore,4,14.47,2026-01-31
1152464,USDELY,CAPMT02,01/04/2012,D305LA,P(D30),Offshore,5,15.2,2026-01-31
143466,UKDELY,CAPMT01,04/01/2007,M205ANZ,P(M20),Onsite,6,20.24,2026-01-31
1193934,EURDELY,WEALTH02,03/23/2010,L104US,P(L10),Offshore,6,15.3,2026-01-31
820767,APDELY,WEALTH01,06/12/2011,C210HQ,P(C21),Onsite,6,15.15,2026-01-31
613563,ANZDELY,INSUR02,08/16/2005,F520HQ,P(F52),Offshore,5,21.72,2026-01-31
432119,INADELY,Others,01/20/2019,B194UK,P(B19),Offshore,7,9.95,2026-01-31
1216151,INADELY,WEALTH01,05/24/2008,V013ME,P(V01),Offshore,3,17.84,2026-01-31
974018,ANZDELY,BANK02,07/25/2018,P407ME,P(P40),Onsite,5,6.3,2026-01-31
1575745,USDELY,BFSI04,10/20/2007,J802AP,B(BCH),Offshore,6,17.03,2026-01-31
290262,APDELY,WEALTH01,05/30/2024,J802AP,P(J80),Offshore,3,0.79,2026-01-31
897885,EURDELY,WEALTH01,01/23/2016,Q508LA,P(Q50),Onsite,5,10.47,2026-01-31
1298213,ANZDELY,BFSI05,05/20/2012,F520AP,P(F52),Onsite,6,13.25,2026-01-31
453104,USDELY,BANK01,07/16/2020,N306US,P(N30),Offshore,4,5.42,2026-01-31
303837,INADELY,CAPMT01,12/07/2004,P407ANZ,P(P40),Offshore,5,22.98,2026-01-31
467567,ANZDELY,BFSI05,02/08/2017,V013IN,P(V01),Offshore,6,8.83,2026-01-31
1350832,USDELY,INSUR01,10/14/2011,R609ME,P(R60),Offshore,6,12.6,2026-01-31
1954676,INADELY,BFSI02,02/10/2000,U912IN,P(U91),Offshore,Subcon,25.72,2026-01-31
1538000,INADELY,WEALTH02,12/10/2012,H710AP,P(H71),Offshore,6,13.96,2026-01-31
305031,USDELY,BFSI02,01/14/2000,U912EU,P(U91),Offshore,4,28.91,2026-01-31
539931,MEADELY,INSUR01,10/03/2003,K903ME,P(K90),Offshore,4,23.31,2026-01-31
322091,USDELY,INSUR01,07/17/2020,E412AP,P(E41),Offshore,5,7.74,2026-01-31
143227,ANZDELY,CAPMT02,08/16/2000,B194AP,P(B19),Offshore,5,25.74,2026-01-31
901134,ANZDELY,WEALTH02,09/13/2023,H710ANZ,P(H71),Offshore,6,0.76,2026-01-31
520045,ANZDELY,CAPMT02,10/13/2003,H710HQ,P(H71),Offshore,4,21.63,2026-01-31
1019529,EURDELY,BFSI03,08/30/2000,G601US,P(G60),Offshore,5,26.24,2026-01-31
105079,EURDELY,BFSI01,05/11/2014,P407GL,P(P40),Onsite,5,13.61,2026-01-31
862589,APDELY,BFSI02,03/11/2019,B194UK,N(TRN),Offshore,6,6.19,2026-01-31
790743,MEADELY,BFSI05,07/19/2000,G601EU,P(G60),Onsite,4,24.59,2026-01-31
1063194,UKDELY,BANK01,11/05/2000,M205IN,P(M20),Offshore,5,24.0,2026-01-31
